pos.TSS	pos.TES	nb.TSS	nb.TES	RNA-seq	coverage
Pa_6_3800.G	301482;301494	304633;304632	2	2	ERR2224048;ERR2224051	100
Pa_6_3810.G	NA	NA	NA	NA	NA	NA
Pa_6_3820.G	306248	308941	1	1	ERR2224050	50
Pa_6_3830.G	312913;312944;312832;312917	309894;309841;309870;309897	4	4	SRR3197704;SRR3197706;SRR3197707;SRR3197710	100
Pa_6_3840.G	313144;313203;313195;313276;313266;313243;313266	314181;314183;314164;314210;314218;314230;314217	6	7	ERR2224051;SRR3197709;SRR3197710;SRR6960208;SRR6960209;SRR6960214;SRR6960220	100
Pa_6_3850.G	314399;314433	317218;317285	2	2	SRR3197710;SRR6960214	100
Pa_6_3860.G	NA	NA	NA	NA	NA	NA
Pa_6_3870.G	322907;322923	318623;318702	2	2	SRR6960217;SRR6960219	25
Pa_6_3880.G	326648	323311	1	1	ERR2224051	100
Pa_6_3890.G	326810;326830;326733;326844;326844;326843;326843	330320;330268;330232;330347;330356;330349;330336	5	7	ERR2224048;SRR3197701;SRR3197710;SRR6960212;SRR6960217;SRR6960222;SRR6960225	25
Pa_6_3900.G	334114;333752	330796;330797	2	2	SRR6960219;SRR6960221	500
Pa_6_3910.G	340469;340489;340465;340480;340433	337691;337694;337694;337696;337519	5	4	ERR2224046;ERR2224048;ERR2224049;ERR2224050;SRR6960219	25
Pa_6_3920.G	342189;342182;342153;342145;342127;342083;342052;342093	340591;340563;340561;340640;340614;340639;340638;340636	8	8	ERR2224048;ERR2224050;ERR2224051;SRR3197704;SRR3197710;SRR6960209;SRR6960213;SRR6960219	100
Pa_6_3930.G	342306;342294;342294;342296	343467;343426;343467;343467	3	2	SRR6960209;SRR6960213;SRR6960218;SRR6960225	100
Pa_6_3940.G	343651	347937	1	1	ERR2224051	100
Pa_6_3950.G	350251	347953	1	1	ERR2224050	250
Pa_6_3960.G	351775	355325	1	1	ERR2224048	250
Pa_6_3970.G	NA	NA	NA	NA	NA	NA
Pa_6_3980.G	362059	358190	1	1	ERR2224050	50
Pa_6_3990.G	362800;362822	363976;363973	2	2	SRR6960209;SRR6960213	75
Pa_6_4000.G	NA	NA	NA	NA	NA	NA
Pa_6_4010.G	366289;366293;366293;366249;366266;366260;366266;366265;366298;366257	365335;365345;365346;365304;365304;365303;365305;365306;365306;365303	8	7	ERR2224046;ERR2224047;ERR2224048;SRR3197700;SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR3197710;SRR3197711	100
Pa_6_4015.G	378560	380216	1	1	ERR2224046	500
Pa_6_4020.G	NA	NA	NA	NA	NA	NA
Pa_6_4030.G	388363	389951	1	1	SRR6960213	250
Pa_6_4040.G	391069;391168;391078	389792;389897;389851	3	3	ERR2224046;ERR2224048;SRR3197710	100
Pa_6_4050.G	391369	393117	1	1	ERR2224048	250
Pa_6_4060.G	394643	393400	1	1	ERR2224051	50
Pa_6_4065.G	NA	NA	NA	NA	NA	NA
Pa_6_4070.G	NA	NA	NA	NA	NA	NA
Pa_6_4080.G	398624;398726	402583;402663	2	2	ERR2224048;ERR2224050	100
Pa_6_4090.G	404742;404771	403107;403110	2	2	SRR6960219;SRR6960221	100
Pa_6_4100.G	NA	NA	NA	NA	NA	NA
Pa_6_4110.G	NA	NA	NA	NA	NA	NA
Pa_6_4120.G	418127;418152	416202;416141	2	2	ERR2224050;ERR2224051	100
Pa_6_4130.G	420031	418404	1	1	SRR3197710	250
Pa_6_4140.G	420763;420808	422340;422350	2	2	SRR6960217;SRR6960222	25
Pa_6_4150.G	423399;423383;423398;423405	422273;422246;422342;422300	4	4	SRR6960213;SRR6960218;SRR6960219;SRR6960221	10
Pa_6_4160.G	423643;423631;423636;423643;423654;423668;423665;423643;423665;423687;423683;423670;423681;423658;423659;423662;423687;423683	424345;424345;424636;424601;424590;424597;424542;424540;424629;424670;424618;424671;424652;424557;424619;424347;424605;424596	13	17	ERR2224046;ERR2224048;ERR2224051;SRR3197700;SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR3197710;SRR6960207;SRR6960209;SRR6960212;SRR6960213;SRR6960215;SRR6960218;SRR6960219;SRR6960223;SRR6960225	100
Pa_6_4170.G	430645	434763	1	1	ERR2224048	100
Pa_6_4180.G	439522;439492;439481;439526;439589;439487;439476;439434;439508;439490;439721;439462;439462;439785	436464;436399;436458;436442;436437;436450;436510;436436;436424;436436;436461;436394;436436;436456	13	12	ERR2224048;ERR2224050;SRR3197704;SRR3197705;SRR3197709;SRR3197710;SRR3197711;SRR6960209;SRR6960213;SRR6960216;SRR6960217;SRR6960219;SRR6960221;SRR6960222	100
Pa_6_4190.G	453042	450572	1	1	ERR2224048	100
Pa_6_4200.G	453839	455532	1	1	ERR2224050	25
Pa_6_4210.G	457327	455686	1	1	ERR2224048	250
Pa_6_4220.G	457950	460658	1	1	ERR2224048	25
Pa_6_4230.G	469022	467263	1	1	ERR2224051	500
Pa_6_4240.G	470752;470978;471030	473340;473226;473133	3	3	ERR2224050;SRR6960217;SRR6960219	250
Pa_6_4250.G	473245	476649	1	1	SRR6960217	100
Pa_6_4260.G	486295	477611	1	1	SRR6960219	10
Pa_6_4270.G	487921;487977;487813;487833;487801	486856;486856;486929;486962;486916	5	4	ERR2224046;ERR2224047;SRR3197700;SRR6960210;SRR6960225	10
Pa_6_4280.G	489458;489451	488193;488157	2	2	SRR3197704;SRR3197709	50
Pa_6_4290.G	NA	NA	NA	NA	NA	NA
Pa_6_4300.G	495552;495712	493538;493563	2	2	SRR6960209;SRR6960219	50
Pa_6_4310.G	496093	499700	1	1	SRR6960217	75
Pa_6_4315.G	500164;500166;500175;500205;500179	499636;499692;499695;499704;499706	5	5	ERR2224051;SRR6960207;SRR6960213;SRR6960218;SRR6960225	75
Pa_6_4320.G	NA	NA	NA	NA	NA	NA
Pa_6_4330.G	505410	506282	1	1	ERR2224050	10000
Pa_6_4340.G	510158;510197;509469;510114;509995;510000	506977;507122;507115;507125;507121;507007	6	6	ERR2224047;SRR6960209;SRR6960214;SRR6960217;SRR6960221;SRR6960222	25
Pa_6_4350.G	512561	510796	1	1	SRR6960214	1000
Pa_6_4360.G	515021;515216;515218;515314;515045;515193;515155;515148;515118	513318;513379;513257;513430;513215;513225;513204;513251;513228	9	9	ERR2224048;ERR2224051;SRR3197710;SRR6960209;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960222	10
Pa_6_4370.G	515747;515762	519326;519206	2	2	SRR6960217;SRR6960222	75
Pa_6_4380.G	519419	522171	1	1	SRR6960217	75
Pa_6_4390.G	525385	522484	1	1	SRR3197704	75
Pa_6_4400.G	526271	527973	1	1	SRR6960213	250
Pa_6_4410.G	528298;528318;528324	530869;530870;530869	3	2	SRR3197701;SRR6960214;SRR6960223	75
Pa_6_4430.G	NA	NA	NA	NA	NA	NA
Pa_6_4440.G	NA	NA	NA	NA	NA	NA
Pa_6_4450.G	541651;541731;541590;541573;541585;541648;541581	540036;540023;540041;540037;540048;540038;540047	7	7	ERR2224046;ERR2224048;SRR3197702;SRR3197703;SRR6960209;SRR6960217;SRR6960219	1000
Pa_6_4460.G	548975;549061;548981;548964;548969	545609;545407;545383;545344;545397	5	5	ERR2224046;ERR2224048;ERR2224050;SRR3197700;SRR3197710	100
Pa_6_4470.G	549280	551136	1	1	SRR6960225	25
Pa_6_4480.G	552827;552782	551077;551089	2	2	SRR6960219;SRR6960221	25
Pa_6_4490.G	553965	556292	1	1	SRR6960221	250
Pa_6_4500.G	557616	556354	1	1	ERR2224050	100
Pa_6_4505.G	561052;561313;561309	559797;559821;559808	3	3	SRR6960208;SRR6960217;SRR6960222	10
Pa_6_4507.G	NA	NA	NA	NA	NA	NA
Pa_6_4510.G	562617	565489	1	1	SRR3197710	10
Pa_6_4520.G	566171	568091	1	1	ERR2224048	100
Pa_6_4530.G	NA	NA	NA	NA	NA	NA
Pa_6_4540.G	575725;576240;575594;575943;576253;576253;576257;576255;576273;576304;576266;576206	570758;570696;570687;570711;569877;570075;570726;570694;570712;570797;570716;570694	11	11	ERR2224051;SRR6960208;SRR6960209;SRR6960212;SRR6960214;SRR6960215;SRR6960217;SRR6960219;SRR6960220;SRR6960221;SRR6960223;SRR6960225	100
Pa_6_4550.G	NA	NA	NA	NA	NA	NA
Pa_6_4560.G	585940;585966;585935;585959;585901;585959;585981;585943	588053;588109;588098;588111;588111;588111;588195;588112	7	6	SRR3197704;SRR3197705;SRR3197709;SRR6960209;SRR6960217;SRR6960219;SRR6960221;SRR6960222	25
Pa_6_4570.G	588475;588461	593088;593065	2	2	ERR2224048;ERR2224049	10
Pa_6_4580.G	597418;597390;597328;597382;597378;597395	593968;594011;593999;594002;594007;593998	6	6	ERR2224047;SRR3197704;SRR3197708;SRR3197709;SRR3197710;SRR6960216	10
Pa_6_4590.G	NA	NA	NA	NA	NA	NA
Pa_6_4600.G	602445;602434;601299;602123	599487;599451;599772;599924	4	4	SRR3197704;SRR3197705;SRR6960215;SRR6960222	10
Pa_6_4610.G	607763;607740	605461;605507	2	2	SRR3197704;SRR6960217	50
Pa_6_4620.G	608285;608124;607966;608130;608120;608235;608210;608208;608200;608319;608324;608233;608233	610008;610018;610021;609995;610016;610013;610056;610041;610003;610005;610031;610025;610005	12	12	ERR2224046;ERR2224047;ERR2224048;ERR2224050;ERR2224051;SRR3197710;SRR6960209;SRR6960213;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960222	100
Pa_6_4630.G	610122	614450	1	1	ERR2224051	100
Pa_6_4640.G	614749;614746	616316;616320	2	2	SRR3197702;SRR3197710	50
Pa_6_4650.G	616646	618025	1	1	SRR6960213	250
Pa_6_4660.G	622494	617846	1	1	SRR6960222	50
Pa_6_4670.G	NA	NA	NA	NA	NA	NA
Pa_6_4680.G	630278	627344	1	1	SRR6960214	10
Pa_6_4690.G	631162	632607	1	1	SRR6960207	500
Pa_6_4710.G	NA	NA	NA	NA	NA	NA
Pa_6_4720.G	636867;636854;636854;636823;636821;636835	635971;635974;635952;635840;635875;635851	5	6	ERR2224050;SRR3197700;SRR3197701;SRR6960207;SRR6960213;SRR6960218	1000
Pa_6_4730.G	639153;639034	637067;637038	2	2	ERR2224050;SRR6960213	500
Pa_6_4740.G	639629	642024	1	1	ERR2224050	100
Pa_6_4750.G	642317	643900	1	1	ERR2224050	1000
Pa_6_4760.G	648182	644165	1	1	ERR2224047	25
Pa_6_4770.G	NA	NA	NA	NA	NA	NA
Pa_6_4780.G	653991	655780	1	1	SRR3197710	250
Pa_6_4782.G	656372	657562	1	1	ERR2224048	10
Pa_6_4784.G	NA	NA	NA	NA	NA	NA
Pa_6_4786.G	NA	NA	NA	NA	NA	NA
Pa_6_4790.G	661643	664521	1	1	SRR3197700	25
Pa_6_4800.G	673178	669533	1	1	SRR3197710	2500
Pa_6_4810.G	677943	676278	1	1	SRR3197710	10000
Pa_6_4820.G	686602	684075	1	1	ERR2224051	75
Pa_6_4830.G	686729;686725	688980;688737	2	2	ERR2224050;ERR2224051	75
Pa_6_4840.G	NA	NA	NA	NA	NA	NA
Pa_6_4850.G	693617	692905	1	1	ERR2224050	500
Pa_6_4860.G	693838;693786;693814;693787;693799;693804;693798;693805	694617;694594;694615;694556;694642;694678;694605;694540	8	8	SRR6960209;SRR6960212;SRR6960213;SRR6960216;SRR6960217;SRR6960218;SRR6960219;SRR6960222	50
Pa_6_4870.G	694967;694833	697225;697115	2	2	ERR2224050;ERR2224051	250
Pa_6_4880.G	698157	697245	1	1	SRR3197709	100
Pa_6_4890.G	698953	701253	1	1	SRR6960222	75
Pa_6_4900.G	702519	701190	1	1	ERR2224051	100
Pa_6_4910.G	NA	NA	NA	NA	NA	NA
Pa_6_4920.G	705517	707060	1	1	SRR3197710	250
Pa_6_4930.G	708267	707066	1	1	SRR6960213	75
Pa_6_4950.G	708640;708587;708581;708654;708649	710294;709911;710237;710283;710262	5	5	ERR2224050;SRR3197700;SRR3197701;SRR6960213;SRR6960218	1000
Pa_6_4970.G	709938	723810	1	1	SRR3197700	750
Pa_6_4980.G	729231;728800	724073;724069	2	2	ERR2224050;SRR6960219	50
Pa_6_4990.G	730153	732582	1	1	SRR6960219	15000
Pa_6_5000.G	734851;734710;734751	732964;732940;732964	3	2	SRR6960213;SRR6960215;SRR6960218	100
Pa_6_5010.G	738433	740736	1	1	SRR3197710	25
Pa_6_5020.G	748677;748595;748665;748692	747498;747495;747531;747437	4	4	SRR6960214;SRR6960216;SRR6960217;SRR6960220	250
Pa_6_5030.G	754740	752155	1	1	ERR2224050	250
Pa_6_5040.G	755066	757863	1	1	ERR2224050	100
Pa_6_5050.G	758775;758785	757884;757893	2	2	SRR3197700;SRR3197701	100
Pa_6_5060.G	760970	759121	1	1	SRR3197710	50
Pa_6_5070.G	NA	NA	NA	NA	NA	NA
Pa_6_5080.G	NA	NA	NA	NA	NA	NA
Pa_6_5090.G	769747	767798	1	1	SRR3197710	2500
Pa_6_5110.G	772066;772104;772056	774231;774310;774310	3	2	SRR3197709;SRR6960210;SRR6960214	10
Pa_6_5120.G	NA	NA	NA	NA	NA	NA
Pa_6_5140.G	778146	780028	1	1	ERR2224050	5000
Pa_6_5150.G	782521	780288	1	1	ERR2224051	25
Pa_6_5160.G	782954;782978;782994	785611;785277;785597	3	3	SRR3197702;SRR3197703;SRR3197709	100
Pa_6_5170.G	NA	NA	NA	NA	NA	NA
Pa_6_5180.G	788396;788745	791009;791014	2	2	SRR3197702;SRR3197704	25
Pa_6_5190.G	792752	791264	1	1	ERR2224051	75
Pa_6_5200.G	NA	NA	NA	NA	NA	NA
Pa_6_5210.G	NA	NA	NA	NA	NA	NA
Pa_6_5220.G	795063;795076	797916;797884	2	2	SRR6960217;SRR6960219	75
Pa_6_5230.G	820696	824020	1	1	ERR2224051	750
Pa_6_5235.G	827504	828642	1	1	SRR6960218	25
Pa_6_5237.G	NA	NA	NA	NA	NA	NA
Pa_6_5240.G	NA	NA	NA	NA	NA	NA
Pa_6_5250.G	834859	838856	1	1	ERR2224050	75
Pa_6_5260.G	NA	NA	NA	NA	NA	NA
Pa_6_5270.G	855210;855215;855218	857617;857617;858835	3	2	ERR2224048;ERR2224050;ERR2224051	250
Pa_6_5280.G	865786;865771	860569;860663	2	2	ERR2224046;ERR2224050	100
Pa_6_5290.G	NA	NA	NA	NA	NA	NA
Pa_6_5300.G	NA	NA	NA	NA	NA	NA
Pa_6_5310.G	871708	869855	1	1	SRR6960213	100
Pa_6_5320.G	879830;876923	874088;874073	2	2	ERR2224048;ERR2224051	250
Pa_6_5330.G	880996;880916;880896;880916;880916	878918;878829;878874;878820;878871	3	5	SRR6960207;SRR6960209;SRR6960213;SRR6960219;SRR6960221	10
Pa_6_5340.G	NA	NA	NA	NA	NA	NA
Pa_6_5350.G	886021;885972;886008;885562;886019;885999;885989	886919;886919;886919;886919;886870;886865;886920	7	4	SRR3197700;SRR3197710;SRR6960209;SRR6960213;SRR6960216;SRR6960217;SRR6960219	5000
Pa_6_5355.G	889399	887925	1	1	ERR2224051	75
Pa_6_5360.G	896508	890886	1	1	ERR2224050	250
Pa_6_5370.G	896678	898617	1	1	SRR6960209	25
Pa_6_5380.G	904222;902455;903330;904045;903039;903971;903217;902462;903987;903464	901289;901383;901460;901860;901460;901399;901778;901650;901517;901460	10	8	ERR2224048;ERR2224049;SRR6960208;SRR6960214;SRR6960215;SRR6960217;SRR6960219;SRR6960220;SRR6960222;SRR6960223	10
Pa_6_5390.G	909789;909747;909808;909820;909785;909720;909762;909720	907571;907953;907558;907557;907546;908012;907550;907478	7	8	ERR2224047;SRR3197704;SRR3197705;SRR3197709;SRR6960209;SRR6960216;SRR6960219;SRR6960222	100
Pa_6_5400.G	920918	924073	1	1	ERR2224051	100
Pa_6_5410.G	NA	NA	NA	NA	NA	NA
Pa_6_5415.G	930991;931008	933045;933204	2	2	SRR6960209;SRR6960221	25
Pa_6_5430.G	NA	NA	NA	NA	NA	NA
Pa_6_5440.G	NA	NA	NA	NA	NA	NA
Pa_6_5450.G	948896	945799	1	1	ERR2224051	250
Pa_6_5460.G	NA	NA	NA	NA	NA	NA
Pa_6_5470.G	965198	965650	1	1	ERR2224050	1000
Pa_6_5480.G	965950;966025;965986;966001	967280;967287;967177;967278	4	4	ERR2224050;SRR3197701;SRR6960213;SRR6960218	1000
Pa_6_5500.G	968394	971348	1	1	SRR3197703	25
Pa_6_5510.G	971577;971605	975417;975410	2	2	SRR6960217;SRR6960222	10
Pa_6_5520.G	NA	NA	NA	NA	NA	NA
Pa_6_5530.G	978150	980386	1	1	SRR3197704	10
Pa_6_5540.G	NA	NA	NA	NA	NA	NA
Pa_6_5550.G	982455;982660;982724;982545;982731	984802;984928;984923;984880;984914	5	5	SRR3197704;SRR6960208;SRR6960209;SRR6960217;SRR6960221	10
Pa_6_5560.G	989223	985298	1	1	ERR2224050	1000
Pa_6_5570.G	989560	992193	1	1	ERR2224050	75
Pa_6_5580.G	NA	NA	NA	NA	NA	NA
Pa_6_5590.G	996515	994212	1	1	SRR3197700	25
Pa_6_5600.G	997009;996940	999812;999853	2	2	ERR2224046;ERR2224051	250
Pa_6_5610.G	1000349;1000357;1000369;1000366	1002688;1002831;1002844;1002846	4	4	ERR2224050;SRR3197701;SRR6960213;SRR6960218	2500
Pa_6_5620.G	NA	NA	NA	NA	NA	NA
Pa_6_5630.G	1008707	1011589	1	1	ERR2224051	50
Pa_6_5640.G	1015525	1012440	1	1	ERR2224051	50
Pa_6_5650.G	1017453	1015829	1	1	ERR2224051	100
Pa_6_5660.G	NA	NA	NA	NA	NA	NA
Pa_6_5670.G	1021168;1021174	1019364;1019372	2	2	ERR2224050;SRR3197710	100
Pa_6_5680.G	1021884	1025962	1	1	ERR2224051	100
Pa_6_5700.G	NA	NA	NA	NA	NA	NA
Pa_6_5710.G	1036025	1033699	1	1	ERR2224051	100
Pa_6_5720.G	1036203;1036152	1040553;1040630	2	2	ERR2224047;ERR2224048	50
Pa_6_5730.G	1040914	1042034	1	1	SRR6960219	100
Pa_6_5740.G	1043920;1044221;1044223;1044212;1044220	1042202;1041966;1041968;1042200;1041967	5	5	SRR6960209;SRR6960216;SRR6960217;SRR6960221;SRR6960222	250
Pa_6_5750.G	1046725;1046652	1044403;1044450	2	2	ERR2224050;SRR3197701	1000
Pa_6_5759.G	NA	NA	NA	NA	NA	NA
Pa_6_5762.G	NA	NA	NA	NA	NA	NA
Pa_6_5770.G	NA	NA	NA	NA	NA	NA
Pa_6_5780.G	1062784;1062835;1062782	1061200;1061217;1061217	3	2	SRR6960215;SRR6960216;SRR6960225	75
Pa_6_5790.G	1064353	1066225	1	1	ERR2224047	250
Pa_6_5795.G	NA	NA	NA	NA	NA	NA
Pa_6_5760.G	NA	NA	NA	NA	NA	NA
Pa_6_5800.G	1080907	1078388	1	1	SRR6960219	750
Pa_6_5805.G	1082469	1081132	1	1	SRR3197702	100
Pa_6_5810.G	1083090	1084685	1	1	SRR6960219	100
Pa_6_5820.G	NA	NA	NA	NA	NA	NA
Pa_6_5830.G	1095312	1097938	1	1	SRR3197710	250
Pa_6_5840.G	1100181;1100185	1101993;1101992	2	2	SRR3197700;SRR3197709	10
Pa_6_5850.G	1104308	1102368	1	1	ERR2224050	1000
Pa_6_5860.G	1104879	1106719	1	1	ERR2224050	250
Pa_6_5870.G	1107802;1107780;1107779	1106701;1106825;1106699	3	3	SRR3197703;SRR6960212;SRR6960214	25
Pa_6_5880.G	NA	NA	NA	NA	NA	NA
Pa_6_5885.G	1109392;1109390	1110216;1110219	2	2	SRR6960208;SRR6960223	50
Pa_6_5890.G	1111380	1110070	1	1	SRR6960219	75
Pa_6_5900.G	1111692	1114315	1	1	SRR6960218	10
Pa_6_5910.G	1114501	1115550	1	1	SRR6960219	100
Pa_6_5920.G	1117741	1121294	1	1	ERR2224048	25
Pa_6_5930.G	1121423;1120623	1128009;1128004	2	2	ERR2224050;ERR2224051	50
Pa_6_5940.G	1129829	1128035	1	1	SRR6960213	500
Pa_6_5950.G	1133524	1130082	1	1	SRR3197700	10
Pa_6_5960.G	1135611;1135641	1133871;1133921	2	2	SRR3197701;SRR3197702	100
Pa_6_5970.G	1136734;1136856	1136004;1136005	2	2	SRR3197700;SRR3197704	25
Pa_6_5980.G	1138503	1136957	1	1	ERR2224050	500
Pa_6_5990.G	1138936	1143926	1	1	SRR6960222	10
Pa_6_5995.G	NA	NA	NA	NA	NA	NA
Pa_6_6000.G	NA	NA	NA	NA	NA	NA
Pa_6_6010.G	NA	NA	NA	NA	NA	NA
Pa_6_6020.G	1152948;1152868;1152854	1151254;1151206;1151246	3	3	ERR2224046;SRR6960213;SRR6960218	250
Pa_6_6030.G	1153768;1153507	1156247;1156254	2	2	ERR2224050;SRR3197704	50
Pa_6_6040.G	1156655	1158248	1	1	SRR3197705	100
Pa_6_6050.G	NA	NA	NA	NA	NA	NA
Pa_6_6060.G	1164108	1165817	1	1	ERR2224048	100
Pa_6_6070.G	1169757;1169831;1169765	1171491;1171486;1171488	3	3	SRR3197710;SRR6960217;SRR6960222	100
Pa_6_6080.G	NA	NA	NA	NA	NA	NA
Pa_6_6090.G	1179388	1187150	1	1	ERR2224050	500
Pa_6_6110.G	1188610;1188259;1188286;1188287;1188297;1188313	1187319;1187585;1187565;1187589;1187588;1187587	6	6	ERR2224051;SRR6960207;SRR6960212;SRR6960213;SRR6960218;SRR6960221	100
Pa_6_6120.G	1189599	1192813	1	1	SRR3197710	100
Pa_6_6130.G	1195185;1195113;1195196;1195076;1195075	1193691;1193758;1193689;1193724;1193749	5	5	SRR3197706;SRR3197707;SRR6960207;SRR6960209;SRR6960222	25
Pa_6_6140.G	1195246	1196513	1	1	ERR2224051	1000
Pa_6_6150.G	NA	NA	NA	NA	NA	NA
Pa_6_6160.G	NA	NA	NA	NA	NA	NA
Pa_6_6170.G	NA	NA	NA	NA	NA	NA
Pa_6_6180.G	1213457	1211226	1	1	SRR3197710	50
Pa_6_6190.G	1213751	1215364	1	1	SRR6960225	500
Pa_6_3686.G	NA	NA	NA	NA	NA	NA
Pa_6_3683.G	NA	NA	NA	NA	NA	NA
Pa_6_3680.G	1229319	1231771	1	1	SRR3197704	50
Pa_6_3670.G	1232065	1233928	1	1	SRR3197702	10
Pa_6_3660.G	1237028	1233968	1	1	ERR2224051	100
Pa_6_3650.G	NA	NA	NA	NA	NA	NA
Pa_6_3649.G	NA	NA	NA	NA	NA	NA
Pa_6_3630.G	1243966;1243907;1243907;1243913;1243907;1243891;1243901	1242114;1242119;1242119;1242116;1242107;1242200;1242113	5	6	ERR2224051;SRR6960209;SRR6960215;SRR6960216;SRR6960217;SRR6960221;SRR6960222	250
Pa_6_3620.G	1246729	1244272	1	1	ERR2224051	250
Pa_6_3610.G	1247314	1248558	1	1	SRR3197704	500
Pa_6_3605.G	NA	NA	NA	NA	NA	NA
Pa_6_3601.G	1250853;1250842	1251823;1251843	2	2	ERR2224048;SRR3197710	250
Pa_6_3600.G	NA	NA	NA	NA	NA	NA
Pa_6_3590.G	1255651;1255630;1255586;1255608;1255620;1255614;1255633	1253135;1253135;1253118;1253135;1253135;1253134;1253135	7	3	SRR3197704;SRR3197710;SRR6960209;SRR6960217;SRR6960219;SRR6960221;SRR6960222	50
Pa_6_3580.G	1256370	1260298	1	1	ERR2224050	100
Pa_6_3570.G	1262915;1262903;1262917;1262903;1262882;1262918;1262859;1262827;1262848	1260578;1260582;1260584;1260584;1260578;1260588;1260586;1260582;1260584	8	5	SRR3197701;SRR3197702;SRR3197704;SRR3197705;SRR3197709;SRR3197710;SRR6960209;SRR6960212;SRR6960218	25
Pa_6_3560.G	1269937	1273112	1	1	ERR2224046	10
Pa_6_3550.G	1276951	1274743	1	1	SRR6960219	75
Pa_6_3540.G	1277220	1278745	1	1	SRR6960218	250
Pa_6_3530.G	1278949;1278975;1278993;1278985;1278959	1282130;1282108;1282087;1282114;1282113	5	5	SRR6960209;SRR6960213;SRR6960217;SRR6960219;SRR6960225	100
Pa_6_3520.G	1282274;1282271;1282272;1282246;1282254;1282286	1283641;1283598;1283556;1283582;1283560;1283569	6	6	ERR2224051;SRR3197704;SRR3197708;SRR3197709;SRR3197710;SRR6960213	100
Pa_6_3515.G	1283939	1285546	1	1	SRR6960213	100
Pa_6_3510.G	1285874	1288705	1	1	ERR2224050	750
Pa_6_3500.G	1290304	1288255	1	1	SRR3197702	75
Pa_6_3490.G	1290585;1290588;1290645	1292677;1292665;1292683	3	3	SRR6960217;SRR6960222;SRR6960223	10
Pa_6_3480.G	NA	NA	NA	NA	NA	NA
Pa_6_3470.G	NA	NA	NA	NA	NA	NA
Pa_6_3460.G	NA	NA	NA	NA	NA	NA
Pa_6_3450.G	1302393	1300543	1	1	ERR2224051	25
Pa_6_3440.G	1304775;1304700	1303236;1303237	2	2	ERR2224050;ERR2224051	250
Pa_6_3438.G	1307469;1308618;1308558;1308591;1308608;1308591;1306731;1306886;1308704	1305266;1305250;1305249;1305235;1305238;1305074;1305216;1305218;1305228	8	9	ERR2224048;SRR3197704;SRR3197705;SRR3197709;SRR3197710;SRR3197711;SRR6960215;SRR6960216;SRR6960217	10
Pa_6_3430.G	1313854	1316370	1	1	ERR2224048	100
Pa_6_3420.G	NA	NA	NA	NA	NA	NA
Pa_6_3410.G	1324089	1321547	1	1	SRR6960213	25
Pa_6_3400.G	1326762	1324802	1	1	ERR2224050	250
Pa_6_3390.G	1326990	1329085	1	1	ERR2224050	250
Pa_6_3371.G	1329256	1331363	1	1	ERR2224048	50
Pa_6_3370.G	NA	NA	NA	NA	NA	NA
Pa_6_3368.G	NA	NA	NA	NA	NA	NA
Pa_6_3365.G	NA	NA	NA	NA	NA	NA
Pa_6_3360.G	1340747	1339958	1	1	ERR2224051	1000
Pa_6_3350.G	1342234;1342368	1341046;1341067	2	2	SRR3197709;SRR3197711	100
Pa_6_3340.G	1349302;1349301;1349270	1351969;1351969;1351969	3	1	SRR6960217;SRR6960219;SRR6960222	100
Pa_6_3335.G	1352719	1353983	1	1	ERR2224047	75
Pa_6_3330.G	1356367;1356027;1356066	1354180;1354192;1354188	3	3	ERR2224051;SRR3197710;SRR6960209	25
Pa_6_3320.G	1359321	1356248	1	1	ERR2224050	25
Pa_6_3310.G	1359621	1360992	1	1	ERR2224048	75
Pa_6_3300.G	1363337	1361651	1	1	ERR2224050	250
Pa_6_3290.G	1364835	1369438	1	1	ERR2224048	75
Pa_6_3280.G	NA	NA	NA	NA	NA	NA
Pa_6_3275.G	1373223	1371826	1	1	SRR6960219	50
Pa_6_3270.G	1376931;1376835	1373499;1373403	2	2	ERR2224050;SRR6960221	100
Pa_6_3260.G	1377294;1377362;1377330;1377326;1377218	1378608;1378611;1378576;1378584;1378585	5	5	SRR6960207;SRR6960213;SRR6960218;SRR6960219;SRR6960221	2500
Pa_6_3250.G	1378869	1379825	1	1	ERR2224050	750
Pa_6_3240.G	NA	NA	NA	NA	NA	NA
Pa_6_3220.G	1381636;1381678;1381645	1383375;1383375;1383381	3	2	ERR2224050;ERR2224051;SRR3197710	100
Pa_6_3210.G	NA	NA	NA	NA	NA	NA
Pa_6_3200.G	NA	NA	NA	NA	NA	NA
Pa_6_3190.G	1409120	1400662	1	1	SRR3197711	10
Pa_6_3180.G	1411720	1414603	1	1	SRR3197710	250
Pa_6_3170.G	NA	NA	NA	NA	NA	NA
Pa_6_3160.G	1422849	1421312	1	1	ERR2224050	100
Pa_6_3150.G	1423182;1423143	1426469;1426564	2	2	ERR2224050;ERR2224051	250
Pa_6_3140.G	1429491	1426825	1	1	ERR2224051	75
Pa_6_3130.G	NA	NA	NA	NA	NA	NA
Pa_6_3120.G	NA	NA	NA	NA	NA	NA
Pa_6_3110.G	NA	NA	NA	NA	NA	NA
